Title_Text,Main_Text,link
Хөтөлбөрийн тухай,"Дэлхийн хүн амын өсөлт, эдийн засаг, технологийн хөгжлийг даган, байгаль орчин түүний баялагт хандах хүн төрөлхтний хандлага, хэрэглээ жилээс жилд өөрчлөгдөж олон талын сөрөг нөлөөллийг үүсгэж байна. Уур амьсгалын өөрчлөлт, хөрс-агаар-усны бохирдол, эрчим хүчний эх үүсвэр, байгалийн нөөц, хоол хүнсний хомсдол, хүлэмжийн хийн ялгарал зэрэг асуудлууд нь дэлхий нийтийн өмнө нэн хурцаар тулгарч ядуурал, өлсгөлөнгийн түвшинг нэмэгдүүлэх болон эдийн засаг, нийгмийн тогтвортой өсөлтөд сөргөөр нөлөөлж буй гол бэрхшээл болж байна.
Монгол Улсад ч мөн 21-р зууны эхэн үеэс байгалийн нөөц баялагт тулгуурласан эдийн засгийн бүтэц голлох болж, эрчим хүчний эх үүсвэр, байгалийн нөөцийг шавхан барагдуулах хандлагатай, хүрээлэн буй орчноо доройтуулах, хүлэмжийн хийн ялгаралтыг нэмэгдүүлэх, үр ашиг муутай хэрэглээтэй болсон нь байгаль экологид сөрөг нөлөө үзүүлж байна. Үүний зэрэгцээ ядуурал, ажилгүйдэл, хүний эрхийн зөрчил, хөдөлмөр хамгааллын доголдол, цаашлаад бидний хосгүй нүүдэлчин өв соёл, ахуй уламжлал алдагдах эрсдэл өсч, шийдвэрлэх шаардлагатай асуудлууд олноор нэмэгдсээр байна.
Иймд эдийн засгийн өсөлтийг хангахын зэрэгцээ байгаль орчинд ээлтэй, нийгмийн хариуцлагаа ухамсарласан санал санаачлагыг дэлхий даяар дэмжин аливаа үйл ажиллагааг “тогтвортой (Sustainable)” байлгахыг чухалчилж байна. “Тогтвортой хөгжил (Sustainable Development)” нь өнөө болон ирээдүй үеийнхэндээ хохирол учруулахгүйгээр эдийн засаг, байгаль орчин, нийгмийн хөгжлийн харьцааг тэнцвэржүүлэн зөв зохистой хөгжлийг бүтээх үзэл баримтлал юм.
Тэгвэл тогтвортой санхүүжилт гэж юу вэ?
Тогтвортой хөгжлийн тогтолцооны суурийг бэхжүүлэх, хэрэгжилтийг хурдасгахад санхүүгийн хөшүүрэг чухал нөлөөтэй учир банк, санхүүгийн байгууллагууд тогтвортой санхүүжилтийн үзэл баримтлалаар дамжуулан улс орныхоо зөв хөгжлийн явцад хувь нэмрээ оруулах боломжтой байдаг. Тогтвортой санхүүжилт гэдэг нь хөрөнгө оруулалт хийх, зээл олгох болон аливаа санхүүгийн шийдвэр гаргахдаа тухайн бизнесийн үйл ажиллагаа нь байгаль орчин, нийгэмд сөрөг нөлөөлөл үүсгэх эсэхийг харгалзах, сөрөг үр дагавар үүсгэхээр бол түүнийг бууруулах арга хэмжээ авах, ноцтой хохирол учруулж болзошгүй бол санхүүжүүлэхээс татгалзах хүртэл шийдвэр гаргах цогц зарчмуудын тухай ойлголт юм. Иймээс гадаадын олон улс тогтвортой санхүүжилтийн зарчмуудыг боловсруулж, тэдгээрийг хөрөнгө оруулалт, зээл, санхүүгийн үйл ажиллагаандаа нэвтрүүлэхийг эрмэлзэн ажиллаж байна.
Монгол Улсын Тогтвортой Санхүүжилт (ТоС)-ийн хөтөлбөр
Монгол улсын банкууд улс орныхоо эдийн засгийн хөгжилд голлох үүрэгтэй оролцож буй салбарын төлөөлөл болохын хувьд банк, санхүүгийн системд тогтвортой санхүүжилтийн үзэл баримтлалыг байгаль орчныг хамгаалах, нийгмийн хариуцлагын бодлогоор дамжуулан нэвтрүүлэхийг санал нэгтэйгээр дэмжсэн бөгөөд 2013 оны 11 дүгээр сарын 21-ний өдөр “Монгол Улсын нийгэм, байгаль орчинд ээлтэй Тогтвортой санхүүжилтийн бодлогыг хөгжүүлэхийн төлөөх хамтарсан тунхаг бичиг”-т гарын үсэг зурж, “Монгол Улсын Тогтвортой Санхүүжилт (ТоС)-ийн хөтөлбөр”-ийг хэрэгжүүлэхээр шийдвэрлэсэн юм.
Уг шийдвэрийн дагуу Монголын Банкны Холбоогоор ахлуулсан, нийт банкууд, Монголбанк, БОНХАЖЯ болон СЗХ-ны төлөөллөөс бүрдсэн тогтвортой санхүүжилтийн ажлын хэсэг байгуулагдсан юм. Ажлын хэсгийн үйл ажиллагааны хүрээнд Монгол Улсын байгаль орчин, нийгэмд тулгамдаж буй гол гол асуудлуудыг харгалзан тусгасан Монгол Улсын Тогтвортой санхүүжилт (ТоС)-ийн зарчмууд болон салбарын удирдамжууд (уул уурхай, хөдөө аж ахуй, барилга, боловсруулах үйлдвэр)-ыг боловсруулсан бөгөөд нийт банкууд 2015 оны I улирлаас эхлэн өөрсдийн үйл ажиллагаандаа нэвтрүүлэн ажиллаж байна.
Тэгвэл ТоС-ийн зарчмуудыг хэрэгжүүлж эхэлснээс хойш ямар ажлууд хийгдэв?
Монгол Улсад тулгамдаж буй байгаль орчин, нийгмийн асуудлыг банкны салбар дангаар, нэг дор шийдвэрлэх боломжгүй тул ТоС-ийн зарчмуудыг үр дүнтэй, шат дараалалтайгаар хэрэгжүүлэхийг зорин банкууд “Монгол Улсын Тогтвортой санхүүжилт (ТоС)-ийн хөтөлбөрийн гишүүдээс хамтран хэрэгжүүлэх арга хэмжээний баримт бичиг”-т гарын үсэг зуран,эхний ээлжинд хэд хэдэн тодорхой ажлыг нэгдсэн байдлаар хэрэгжүүлэн ажиллаж байна.
Юуны түрүүнд банкууд өөрсдийн тогтвортой санхүүжилтийн бодлого, журам, хариуцсан бүтэц орон тоог батлахаас гадна, банкны ажилтнуудад тогтвортой санхүүжилтийн чадавхи бүрдүүлэх сургалт, уулзалтууд болон харилцагч, хамтран ажиллагч байгууллагуудад чиглэсэн мэдээллийн ажлуудыг өргөнөөр зохион байгуулж байна. Түүнчлэн ТоС-ийн 8 зарчмын нэг болох “Санхүүгийн хүртээмжийг дэмжих зарчим”-ыг нэн тэргүүнд хэрэгжүүлж, хөгжлийн бэрхшээлтэй иргэдийн санхүүгийн бүтээгдэхүүн, үйлчилгээ авах боломжийг нэмэгдүүлэх зорилгоор АТМ болон цахим хуудсыг харааны бэрхшээлтэй иргэд ашиглах боломжтой болгох, хөгжлийн бэрхшээлтэй иргэдэд дараалал харгалзахгүй үйлчлэх болон эдгээр иргэдэд санхүүгийн үйлчилгээ үзүүлэх асуудалд илүү анхаарал хандуулан энэ талаарх сургалтыг теллер, харилцагчийн үйлчилгээний ажилтнуудад шат дараатайгаар зохион байгуулж байна.
Цаашлаад ТоС-ийн гол зарчим болох “Байгаль орчноо хамгаалах зарчим”-ын хүрээнд ТоС-ийн гишүүн банкууд зарим харилцагчийн байгаль орчин, нийгмийн эрсдэлийг тооцоолдог болох, мөн уул уурхай, барилга, хөдөө аж ахуй, боловсруулах үйлдвэр зэрэг байгаль орчин, нийгмийн өндөр эрсдэлтэй салбаруудад чиглэсэн тусгай шаардлагуудыг тавьдаг болох гэж байна. Ингэхдээ мэдээж тухайн бизнесээ аль болох дэмжих, зөвлөгөө өгөх, сөрөг нөлөөллийг бууруулах арга замыг эрэлхийлэн хамтран ажиллана.
Банкууд харилцагчийн эрсдэлийг тооцоолохоос гадна өөрсдөө нийгэмд үлгэр дуурайлал үзүүлэх зорилгоор “Үлгэрлэн манлайлах зарчим”-ыг баримталж, ус, цаас, эрчим хүчний хэмнэлттэй үйл ажиллагаа явуулах санал санаачлагуудыг төрөл бүрээр хэрэгжүүлж, “Банкны төгөл” мод тарих аян, “ТоС 7 Хоног” зэрэг олон нийтэд чиглэсэн арга хэмжээнүүдийг мөн зохион байгууллаа.
Банкууд үүний ижил байгаль орчин, нийгэмд ээлтэй олон санаачлага, үйл ажиллагааг цаашид ээлж дараатай зохион байгуулах бөгөөд бодлого тодорхойлогчид, бусад бизнесийн салбарууд, олон нийт, иргэдтэй хамтран ажиллаж бодлого, чиглэлүүдээ уялдуулахад анхаарч ажиллахаар төлөвлөж байна.
",https://www.xacbank.mn/page/mongolian-sustainable-finance-initiative-mongolian-sustainable-finance-initiative
Афлатон хөтөлбөр,"Афлатон нь 6-18 насны хүүхдэд зориулсан нийгмийн болон санхүүгийн боловсрол олгох хөтөлбөр юм. Хөтөлбөрийн зорилго нь шавь төвтэй сургалтын аргаар хүүхдэд нийгмийн болон санхүүгийн боловсрол олгож өөртөө итгэлтэй, нийгмийн хариуцлагатай иргэн болгон төлөвшүүлдэг ба энэ нь хөтөлбөр хэрэгжсэн олон орны туршлагаар батлагдаад байгаа билээ. Энэхүү хөтөлбөрийн сургалтаар хүүхэд өөрийгөө танин мэдэж, авъяас чадвараа хөгжүүлэх, эрхээ эдэлж үүргээ ухамсарлах, мөнгө болон бусад баялгийг зөв зарцуулах, хуримтлуулах, төсөвлөж төлөвлөх, нийгмийн болон санхүүгийн үйл ажиллагааг өөрсдийн санаачилгаар зохион байгуулах чадварыг эзэмшинэ.
Монгол улсад 2010 онд тус хөтөлбөрийг ХасБанкны санхүүгийн дэмжлэгтэйгээр Хөгжлийн Алтан Сан Холбоо ТББ-аас туршилтаар хэрэгжүүлж, 2014 оны байдлаар хот хөдөөгийн 15 ерөнхий боловсролын сургуулийн  нийт 8-11 насны 2,520 сурагчийг хамруулаад байна.",https://www.xacbank.mn/page/aflatoun-financial-and-social-education-program
Тэмүүлэл хөтөлбөр,"ХасБанк нь байгуулагдсан цагаасаа эхлэн Монгол Улсын ирээдүй болсон хүүхэд, залуучуудад зориулсан бүтээгдэхүүн, үйлчилгээ, үйл ажиллагаанд анхаарал хандуулж, нийгмийн хариуцлагаа ухамсарлан ажилласаар ирсэн билээ. Эдгээр үйл ажиллагааны нэг нь Эмэгтэйчүүдийн Дэлхийн Банк, Бичил Санхүүгийн Боломж байгууллагуудтай хамтран хэрэгжүүлж буй өсвөр үеийнхэнд зориулсан “Тэмүүлэл” санхүүгийн боловсролын хөтөлбөр юм.
Санхүүгийн боловсрол хөтөлбөр нь 14-18 насны хүүхдүүдийг өсвөр наснаас нь мөнгөтэй харьцаж сургах, мөнгийг зөв удирдаж өөрийн ирээдүйд хувь нэмэр оруулахад туслах зорилготой бөгөөд хичээлийн бус цагаар сургадаг.
",https://www.xacbank.mn/page/aspire-financial-education-program
Үнэ Цэнэт Банкны Үйлчилгээ Үзүүлэх Дэлхийн Эвсэл (GABV),"GABV нь Ази, Африк, Австрали, Латин Америк, Хойд Америк болон Европын орнуудын дэлхийн тэргүүлэгч тогтвортой банкуудыг нэгтгэсэн өөрийн Дүрэм бүхий эвсэл юм.
Эвслийн гишүүнээр шинээр үүсэж буй зах зээлүүдийн бичил санхүүгийн банк, зээлийн холбоо, орон нутгийн банк болон нийгэм, байгаль орчин, соёлын чиглэлээр үйл ажиллагаа явуулж буй аж ахуйн нэгж, үйлдвэрлэлүүд элсээд байна.
Эвслийн гишүүн банкууд нь Тогтвортой Санхүүжилтийн Зарчмуудад нийцүүлэн үйл ажиллагаагаа явуулдаг бөгөөд олон улсын асуудлуудад зохистой шийдлүүдийг дэлхийн хэмжээнд олох талаар хамтран үүрэг амлалт авч, өнөөгийн санхүүгийн тогтолцоог орлох шинэ, эерэг, тогтвортой хувилбарыг төлөвшүүлж байгаа аж. Эдийн засгийн хувьд бид харилцан хамааралтай, өнөөгийн болон хойч үеийн өмнө хариуцлага хүлээх болно гэдгийг ухамсарлан эдгээр компани, байгууллагууд нь эх дэлхий дахь хүн бүхний амьдралын чанарыг сайжруулах шаардлагатай гэдэгт итгэл төгс байна.
Эвслийн гишүүнээр элсэхийн тулд банк нь тодорхой шалгууруудыг хангах бөгөөд эхний ээлжинд Эх дэлхий, Эрдэнэт хүмүүн, Эрүүл ашиг хэмээн тодорхойлсон гурван тулгуур зарчмаар дамжуулан нийгмийн баримжаатай банкны үйл ажиллагаа явуулдаг байх шаардлагатай аж.
GABV нь Нидерландын Хөгжлийн банк зэрэг гол түншүүдтэйгээ хамтран ажиллах замаар зорилтуудаа тодорхой хөтөлбөрүүдээр дамжуулан хэрэгжүүлдэг юм.",https://www.xacbank.mn/page/the-global-alliance-for-banking-on-values-gabv
Даян дэлхийн гэрээний 10 зарчим,"ХҮНИЙ ЭРХ
Зарчим 1. Бизнесийн үйл ажиллагаанд хүний эрхийг хамгаалах олон улсын тунхаглалуудыг хүндэтгэх дэмжих;
Зарчим 2. Бизнесийн үйл ажиллагааг хүний эрхийн аливаа зөрчлийн хамтрагч болгохгүй байх;
ХӨДӨЛМӨР ЭРХЛЭЛТ
Зарчим 3. Эвлэлдэн нэгдэх эрх чөлөө, хамтын хэлэлцээр байгуулах эрхийг үр ашигтайгаар хүлээн зөвшөөрөх;
Зарчим 4. Хүчээр болон албадан хөдөлмөрлүүлэх аливаа хэлбэрийг арилгах;
Зарчим 5. Хүүхдийн хөдөлмөрийг арилгах;
Зарчим 6. Ажил эрхлэх, албан тушаал хашихад ялгаварлан гадуурхах байдлыг арилгах;
БАЙГАЛЬ ОРЧИН
Зарчим 7. Бизнесийн үйл ажиллагаанд байгаль орчны аливаа өөрчлөлт доройтлоос урьдчилан сэргийлэх;
Зарчим 8. Бизнесийн үйл ажиллагаанд байгаль орчны хариуцлагыг өндөржүүлэх;
Зарчим 9. Байгаль орчинд ээлтэй технологийг хөгжүүлэх нэвтрүүлэх;
АВИЛГАЛ
Зарчим 10. Авилгал, хээл хахуулийн бүхэл хэлбэрийн эсрэг тууштай үйл ажиллагаа явуулах.",https://www.xacbank.mn/page/ten-principles
Даяар Мөрдөх Бизнес Андгай,"Миний удирдах бизнесийн байгууллага нь хамт олны хүч, өөрсдийн нөөц баялгийг нэгтгэж, аливаа хүн ганцаараа үүсгэж үл чадах үнэт зүйлсийг бүтээснээрээ нийтийн сайн сайхны төлөө үйлчилнэ;
Миний гаргах шийдвэрүүд удирдлагын маань доторх болоод гаднах хүмүүсийн сайн сайханд өнөөдөр болоод маргааш нөлөөлөхүйц өргөн үр дагавартай;
Би олон талуудын харилцан адилгүй ашиг сонирхлуудыг нийлүүлэх явцдаа өөртөө бэрхшээлтэй сонголтуудтай учирна.
ИЙМЭЭС МИНИЙ БИЕ:
Өөрийн бизнесийг хичээл зүтгэл, зөв итгэл үнэмшилтэйгээр удирдаж, өөрийн хувийн эрх ашиг, үзэл баримтлалаа байгууллагынхаа болон нийгмийнхээ хэтийн зорилго, сайн сайхны өмнө тавихгүй;
Өөрийн бизнесийнхээ үйл ажиллагаанд хамаарах хууль тогтоомж, гэрээ хэлцлүүдийг үзэл баримтлалаараа болоод үйл хэргээрээ хүндэтгэн мөрдөнө;
Өөрийн бизнест холбогдох нийт хүмүүсийн нэр төр, үндсэн эрхийг хүндэтгэн хамгаалж, аливаа ялгаварлан гадуурхах бүх хэлбэрийг эсэргүүцнэ;
Ирээдүй хойч үеийнхээ эрүүл орчинд, нөөц баялаг арвин эх дэлхийд сэтгэл хангалуун амьдрах эрхийг хүндэтгэн хамгаална;
Хээл хахууль болон авилгалын аливаа хэлбэрт эс автаж , тэдгээрийг үл тэвчинэ;
Өөрийн бизнесийн гүйцэтгэлийн болон эрсдэлийн  талаар хамааралтай бүх этгээдүүдэд үнэн зөв, шударгаар мэдүүлнэ;
Өөрийн бизнесийн хувьд нэн чухал байгаль орчин, нийгмийн тулгамдсан асуудлуудыг зохистойгоор шийдвэрлэхийн тулд идэвхтэйгээр зүтгэнэ;
Өөрийнхөө болон шууд удирдлагадаа багтах бусад хүмүүсийн мэргэжлийн ур чадварыг хөгжүүлэхэд хөрөнгө оруулалт хийн ажиллана хэмээн андгайлж байна.
Миний Бие  ажил мэргэжлийн үйл хэргээ энэхүү зарчмуудын дагуу гүйцэтгэх явцдаа өөрийн зан үйлийг бусдад шударга, хариуцлагатай байдлын үлгэр дуурайлал болохуйц байх ёстойг ухамсарлаж байна.
Энэхүү андгайг Миний Бие нэр төрийн хэрэг гэж үзээд өрийн хүсэлтээр үйлдэв.",https://www.xacbank.mn/page/global-business-oath
MasterCard Worldwide болон Visa Card International,"XасБанк нь олон улсын MasterCard Worldwide болон Visa Card International олон улсын байгууллагын дэд гишүүн төдийгүй олон улсын SWIFT сүлжээ, Eurogiro, Western Union зэрэг мөнгөн гуйвуулгын сүлжээний үндсэн гишүүнээр элсэж, гадаад төлбөр тооцоо, гуйвуулга, картын үйлчилгээг харилцагчиддаа хүргэж байна.",https://www.xacbank.mn/page/mastercard-worldwide-visa-international
Хас банкны эрхэмлэх зүйлс:,"Монгол Улс даяар бидэнтэй мөр зэрэгцэн ажиллаж буй эрэгтэй, эмэгтэй хүмүүс, ажиллагсдынхаа өмнө бид үүрэг хүлээнэ;
Хүн бүр өөрийн үзэл бодолтой байдгийг хүлээн зөвшөөрч, бүгдэд эрх тэгш, шударгаар хандан, үзэл бодол, саналаа чөлөөтэй илэрхийлэх нөхцлийг бид бүрдүүлэх үүрэгтэй;
Тэд ажилгүй болно гэж санаа зовох ёсгүй;
Цалин хөлс шударга, гүйцэтгэл үр дүнд тохирсон, ажлын байр цэвэр цэмцгэр, эмх цэгцтэй эрүүл ахуйн шаардлага, аюулгүй ажиллагааг хангасан байх ёстой;
Ажиллагсад гэр бүлийн буюу нийгмийн өмнө хүлээсэн үүргээ биелүүлэхэд бид зохих туслалцаа үзүүлэх болно;
Ажиллагсад санал гомдлоо чөлөөтэй илэрхийлж байна;
Мэргэжлийн ур чадвар, гүйцэтгэлтэй уялдсан ажил, албан тушаал эрхлэх, хариуцлагын шатлалд дэвшин хөгжих тэгш эрхээр хангагдана;
Удирдлага, менежмент зохистой байх ёстой бөгөөд тэдгээрийн үйл ажиллагаа шударга, ёс зүйн хэм хэмжээнд нийцсэн байна;
Энэхүү зарчмын дагуу ажиллавал бидний үйлчилгээ харилцагчийн санаанд нийцэж, ажиллагсад маань урамшиж, хувьцаа эзэмшигчид зохих өгөөжийг хүртэх болно;Ингэснээр бидний хийж буй ажил бидний Эх Орон – Монгол Улсын хөгжилд тодорхой хувь нэмэр оруулна гэдэгт бид гүнээ итгэдэг.",https://www.xacbank.mn/page/xacbank-hr
Хамт олны дунд зохион байгуулдаг арга хэмжээ:,"Жилийн тайлангийн хурал;
Шинэ жилийн цэнгүүн;
Xac Cup (Спортын олон төрөлт тэмцээн);
Урлагийн наадам;
Цасны баяр;
Спорт явган аялал;
Өндөр уулын аялал;
Нэр төрөө эрхэмлэх өдөр;
Happy Hour (сар бүр).
Эх дэлхий, нийгэмд чиглэсэн үйл ажиллагаа:
“Багачуудын хотхон” хүүхдийн баяр;
“Хасын хүлгүүд” хөл бөмбөгийн баг;
“Хасын хүлгүүд” сагсан бөмбөгийн баг;
“Дуулиан 2020” заалны хөл бөмбөгийн тэмцээн;
“Афлатон” болон “Тэмүүлэл” хүүхдэд санхүүгийн боловсрол олгох хөтөлбөрүүд;
“Утаагүй зуух, гэрийн дулаалга” эко төсөл;
“Хас Төгөл” мод тарих үйл ажиллагаа;
“Xac Cup” гольфийн тэмцээн.",https://www.xacbank.mn/page/xacbank-hr
Хас банкны баримталдаг бодлого,"Ажиллагсдын мэдлэг, ур чадвар, тэдгээрийн урам зориг, ажлын гүйцэтгэл нь Банкны өмнөө тавьсан зорилтуудад хүрэхэд шаардагдах гол хүчин зүйл, угтал нөхцөл байна гэдгийг бид ухамсарлана;
Банкнаас шийдвэр гаргах үйл ажиллагаанд ажиллагсдын оролцох оролцоог дэмжих, аливаа асуудлыг нээлттэй байдлаар хамтаар хэлэлцэн шийдвэрлэх, багаар хамтран ажиллахад чиглэсэн байгууллагын соёлыг хөхиүлэн дэмжиж хэвшүүлнэ.



",https://www.xacbank.mn/page/xacbank-hr
Ажилчдын сургалт,"Ажиллагсдын мэдлэг, ур чадварыг дээшлүүлэх үүднээс Банкны үйл ажиллагааны шаардлагад нийцсэн сургалтын бодлогыг ажиллагсдын хэрэгцээ, шаардлага болон тэдгээрийг өсөн хөгжих бусад хэрэгцээнд суурилан боловсруулж тогтмол зохион байгуулдаг;
Ажиллаж буй албан тушаалдаа өсөх мэдлэг, чадвартай ажиллагсдыг нээн илрүүлэх, Банкны үйл ажиллагаанд нэн хэрэгцээтэй нарийн мэргэжил шаардсан аливаа албан тушаалд залгамж боловсон хүчнийг бэлтгэх, хөгжүүлэх арга хэмжээг байнга хэрэгжүүлдэг.
Ажиллагсдын эрүүл мэнд, хөдөлмөрийн аюулгүй ажиллагаа:
Ажиллагсдыг эрүүл мэндийн урьдчилан сэргийлэх үзлэг, бусад эрүүл мэндийн хөтөлбөр хамруулдаг;
Ажиллагсдад зориулсан биеийн тамир, урлаг, соёлын арга хэмжээг хөхүүлэн дэмжиж өргөнөөр зохион байгуулах, ажлын ачаалалтай холбоотой үүсэх стрессийг бууруулах талаар тодорхой арга хэмжээг тогтмол авч хэрэгжүүлдэг;
Ажлын байрны зохион байгуулалтыг техник технологийн шаардлагад нийцүүлэн хөдөлмөрийн аюулгүй ажиллагаа, эрүүл ахуйн стандартыг ажлын байранд мөрдөж ажилладаг.",
"Ажилчдын цалин, урамшуулал","Банкинд өөрийн мэдлэг чадвараа дайчлан ажлын өндөр бүтээмж, үр дүн гарган ажиллаж байгаа ажилтны албан тушаалын зэрэглэл, ажлын гүйцэтгэлд нь нийцсэн цалин хөлс, урамшуулал олгодог;
Ажилтны тогтвор суурьшилтай, өндөр бүтээмжтэй ажиллах нөхцлийг цалин хөлс, урамшуулал, бусад хангамжийг сайжруулах замаар бүрдүүлдэг;
Ажиллагсдын ажлын гүйцэтгэлийн үнэлгээг тодорхой, хэмжиж болохуйц шалгуур үзүүлэлт дээр үндэслэн хийдэг;
Ажиллагсдын ажилдаа хандах хандлага, сэтгэл ханамжийг дээшлүүлэх зорилгоор холбогдох хууль болон Банкны үйл ажиллагаанд мөрдөгдөж буй журамд заасны дагуу зохих шагнал, урамшуулал, нөхөн олговор, тэтгэмж, тусламжийг ажилтан, түүний гэр бүлийн гишүүдэд олгодог;
Ажиллагсдад болон түүний гэр бүлд зориулсан эрүүл мэндийн болон санхүүгийн дэмжлэг үзүүлэх хөтөлбөр хэрэгжүүлдэг;
Ажилтны ажлын амжилтыг урамшуулан дэмжих, ажил, албан тушаалын нэр хүнд, ажиллах урам зоригийг нэмэгдүүлэх, Банкны үзүүлэх амжилтад өөрийн хувь нэмрийг оруулах эрмэлзэл, түүнд оролцох оролцоог хөхүүлэн дэмждэг;
Банкинд тогтвор суурьшилтай ажиллах нөхцлийг бүрдүүлэх, тасралтгүй олон жил ажилласан ажилтанд нэмэгдэл урамшуулал бий болгох үүднээс ажиллагсдад Банкны хувьцааг эзэмшүүлэх, банкнаас ажиллагсдад олгох тэтгэврийн хөтөлбөрийг хэрэгжүүлдэг;
Зохих шалгуурыг хангасан ажиллагсдад орон сууцны, хэрэглээний болон бусад төрлийн зээлийг хөнгөлөлттэй нөхцлөөр олгодог;
Ажилтны гэр бүл, нийгмийн өмнө хүлээсэн үүргээ биелүүлэх нөхцлийг хангах үүднээс ажиллагсад, түүний дотроос өрх толгойлсон эх, ганц бие эцгийн ажлын цагийн хуваарийг уян хатан байдлаар тогтоох, шаардлагатай тохиолдолд ээлжийн амралтыг хэсэгчлэн эдлэх боломжийг олгодог.

",https://www.xacbank.mn/page/discount
Ажилтан сонгон шалгаруулахад баримталдаг зарчим,"
Шударга, нээлттэй, ил тод байх;
Мэдлэг, туршлагатай, мэргэшлийн хувьд өндөр ур чадвартай, банкинд мэдэгдхүйц хувь нэмэр оруулж чадах боловсон хүчнийг сонгоход бүхий л арга хэмжээг чиглүүлнэ;
Хөгжлийн бэрхшээлтэй иргэний биеийн байдал нь Банкны хэвийн үйл ажиллагаанд сөргөөр нөлөөлөхгүй, банкинд хөдөлмөр эрхлэхэд саад болохооргүй буюу хөдөлмөрийн  нөхцөл нь харшилахгүй тохиолдолд тодорхой албан тушаалд сонгон шалгаруулж, тэдгээрийн хөдөлмөр эрхлэхийг дэмжинэ;
Банкны ажиллагсдыг тэдэнд албан тушаал дэвших, сурч хөгжих, ажлын нөхцөлөө сайжруулах боломж олгох зорилгоор Банкинд шинээр бий болсон болон сул байгаа орон тоонд  нээлттэй өрсөлдүүлэх бодлого баримтална.
",https://www.xacbank.mn/page/jobs
Ажилтан сонгон шалгаруулалтын зарчим,"Сонгон шалгаруулалтын зарчим
Ажилтан сонгон шалгаруулахад баримталдаг зарчим
Шударга, нээлттэй, ил тод явуулна;
Шалгаруулалтыг явуулахдаа мэдлэг, туршлага, дадлагатай, ажил гүйцэтгэх өндөр ур чадвартай, банкинд мэдэгдэхүйц хувь нэмэр оруулж чадах боловсон хүчнийг сонгоход бүхий л арга хэмжээг чиглүүлнэ
Хөгжлийн бэрхшээлтэй иргэний биеийн байдал нь Банкны хэвийн үйл ажиллагаанд сөргөөр нөлөөлөхгүй, банкинд хөдөлмөр эрхлэхэд саад болохооргүй буюу хөдөлмөрийн  нөхцөл нь харшилахгүй тохиолдолд тодорхой албан тушаалд сонгон шалгаруулж, тэдгээрийг хөдөлмөр эрхлэхийг дэмжинэ;
Банкны ажиллагсдад албан тушаал дэвших, сурч хөгжих, ажлын нөхцлөө сайжруулах боломж олгох зорилгоор Банкинд шинээр бий болсон болон сул байгаа орон тоонд дотроосоо нэн тэргүүнд өрсөлдүүлэх бодлого баримтална.",https://www.xacbank.mn/page/competitive
Дадлагын оюутанд дадлага хийлгэх зөвшөөрөл олгох бүрдүүлэх бичиг баримтууд:,"
Удирдах ажилтан оюутныг дадлага хийхийг зөвшөөрснөөр дадлагын оюутан дараах баримт бичгийг бүрдүүлэн хүний нөөцийн асуудал эрхэлсэн нэгжид эсвэл recruiter@xcabank.mn хаягаар ирүүлнэ үү. Үүнд:
Оюутны суралцдаг их, дээд сургуулиас;
ХасБанкинд дадлага хийлгэхийг хүссэн албан бичиг;
Оюутны өргөдөл/ХасБанк Маягт 54310-04/;
Сурлагын дүнгийн хуулбар;
Иргэний үнэмлэхний хуулбар.
Анкет",https://www.xacbank.mn/page/student-corner
Дадлагын оюутныг сонгох ерөнхий нөхцөл:,"Их, дээд сургуулийн 3-аас дээш курсийн оюутан;
Сурлагын дүн В буюу түүнээс дээш;
Англи хэлний дундаас дээш түвшний мэдлэгтэй;
Компьютерийн хэрэглээний програмуудыг эзэмшсэн;
Багаар ажиллах чадвартай;
Харилцааны өндөр соёлтой;

",https://www.xacbank.mn/page/student-corner
Питер Морроу тавигдах шаардлага,"2 сая төгрөгийн сургалтын төлбөр;
ХасБанканд дадлага хийх боломж.
Тэтгэлэг хүсэгч оюутанд тавигдах ерөнхий шаардлага:
Магадлан итгэмжлэгдсэн их, дээд сургуулийн 3 болон 4 дүгээр дамжааны өдрийн ангийн оюутан;
Сурлагын голч дүн 3.0-аас дээш;
Нийгэм, олон нийтийн ажил, арга хэмжээнд идэвхтэй оролцдог;
Оюутны эрдэм шинжилгээний хурал, илтгэл, уралдаан тэмцээнд амжилт гаргасан бол давуу тал болно.",https://www.xacbank.mn/page/scholarship
Питер Морроу тэтгэлгийн зорилго,"Банк, санхүү, эдийн засаг, бизнесийн удирдлага, дата аналист, мэдээллийн технологийн чиглэлээр амжилттай суралцаж буй, цаашид арилжааны банканд ажиллах хүсэл сонирхолтой, чадварлаг, өсөх ирээдүйтэй оюутнуудыг нээн илрүүлж, санхүүгийн дэмжлэг үзүүлэх, ажлын гараагаа оновчтой, зөв эхлүүлэхэд нь туслах.",https://www.xacbank.mn/page/scholarship
